 0.025 0.00278728 7.830000000000001e-05
 0.05 -0.241803 0.8155
 0.075 -0.02474585 0.606
 0.1 0.1113355 0.41855
 0.125 0.1751925 0.2692
 0.15 0.1899605 0.1635
 0.175 0.1789705 0.09555
 0.2 0.1577565 0.05475
 0.225 0.134431 0.03123
 0.25 0.1126265 0.017975
 0.275 0.093719 0.01057
 0.3 0.078017 0.006435
 0.325 0.06534 0.004095
 0.35 0.0553045 0.002733
 0.375 0.04746635 0.001908
 0.4 0.04139605 0.001389
 0.425 0.03671335 0.00106
 0.45 0.03309955 0.000859
 0.475 0.0302975 0.000748
 0.5 0.02810535 0.0006965
 0.525 0.02636755 0.0006785
 0.55 0.0249661 0.000677
 0.575 0.0238123 0.000681
 0.6 0.0228401 0.000684
 0.625 0.0220006 0.0006845
 0.65 0.02125775 0.0006805
 0.675 0.02058525 0.000673
 0.7 0.01996405 0.0006615
 0.725 0.01938045 0.000647
 0.75 0.0188248 0.00063
 0.775 0.01829025 0.000611
 0.8 0.0177723 0.0005905
 0.825 0.01726785 0.0005695
 0.85 0.01677505 0.0005475
 0.875 0.01629285 0.0005255
 0.9 0.0158207 0.0005035
 0.925 0.0153585 0.00048225
 0.95 0.01490635 0.0004614
 0.975 0.0144645 0.00044125
 1 0.01403325 0.0004219
 1.025 0.013613 0.0004035
 1.05 0.01320405 0.00038605
 1.075 0.01280675 0.0003696
 1.1 0.01242125 0.0003541
 1.125 0.01204785 0.0003396
 1.15 0.01168665 0.00032605
 1.175 0.01133775 0.0003134
 1.2 0.0110011 0.00030165
 1.225 0.0106767 0.0002907
 1.25 0.01036445 0.00028055
 1.275 0.01006415 0.0002711
 1.3 0.00977575 0.00026235
 1.325 0.009498899999999999 0.0002542
 1.35 0.009233450000000001 0.00024665
 1.375 0.0089791 0.0002396
 1.4 0.0087355 0.000233
 1.425 0.008502350000000001 0.00022685
 1.45 0.008279399999999999 0.0002211
 1.475 0.008066250000000001 0.0002157
 1.5 0.007862600000000001 0.00021065
 1.525 0.00766805 0.00020585
 1.55 0.0074823 0.00020135
 1.575 0.007305 0.0001971
 1.6 0.0071358 0.00019305
 1.625 0.0069744 0.00018925
 1.65 0.00682045 0.0001856
 1.675 0.0066736 0.0001821
 1.7 0.00653355 0.0001788
 1.725 0.0064 0.0001756
 1.75 0.00627265 0.0001726
 1.775 0.0061512 0.0001697
 1.8 0.0060354 0.0001669
 1.825 0.005925 0.00016425
 1.85 0.0058197 0.0001617
 1.875 0.0057192 0.0001592
 1.9 0.0056234 0.00015685
 1.925 0.00553195 0.0001546
 1.95 0.0054447 0.0001524
 1.975 0.0053614 0.0001503
 2 0.0052819 0.00014825
 2.025 0.005206 0.0001463
 2.05 0.00513345 0.00014445
 2.075 0.00506415 0.0001426
 2.1 0.0049979 0.0001409
 2.125 0.00493457 0.0001392
 2.15 0.004873995 0.0001376
 2.175 0.00481604 0.00013605
 2.2 0.00476057 0.00013455
